Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot303,"Ulysses Cumberland",easy,28,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_mark_13","1","18:58:55","18:58:58",
Bot303,"Ulysses Cumberland",easy,28,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_mark_11","1","18:59:03","19:00:26",
Bot303,"Ulysses Cumberland",easy,28,Completed,"White Knight","White Knight: Objective #3","2","19:00:31","19:01:07",
Bot303,"Ulysses Cumberland",easy,28,Active,"White Knight","White Knight: Objective #2","2","19:01:12","N/A",
Bot302,"Benny Maxon",easy,43,Pending,"Documents","Item Military documents #2","1","18:49:54","N/A",
Bot304,"Todd Ferrero",easy,55,Failed,"Black Bishop Tech Room","Black Bishop Tech Room: Objective #1","2","18:49:58","18:53:03",
Bot304,"Todd Ferrero",easy,55,Failed,"Black Bishop Underground","Black Bishop Underground: Objective #1","1","18:53:08","18:54:35",
Bot305,"Hai Quillen",easy,10,Failed,"The Bunker - Part 1","Zone prapor_024_area_1","1","18:49:58","18:55:39",
Bot305,"Hai Quillen",easy,10,Failed,"The Bunker - Part 1","Zone prapor_024_area_2","1","18:55:45","18:58:34",
Bot307,"Глеб Корявин",easy,44,Failed,"Hermetic Depot","Hermetic Depot: Objective #6","1","18:49:59","19:02:18",
Bot306,"Антон Курочкин",easy,53,Completed,"Hermetic Depot","Hermetic Depot: Objective #6","1","18:50:00","18:50:20",
Bot306,"Антон Курочкин",easy,53,Completed,"Hermetic Depot","Hermetic Depot: Objective #1","1","18:50:25","18:51:27",
Bot306,"Антон Курочкин",easy,53,Completed,"Hermetic Depot","Hermetic Depot: Objective #7","1","18:51:33","18:54:00",
Bot306,"Антон Курочкин",easy,53,Completed,"Hermetic Depot","Hermetic Depot: Objective #4","1","18:54:05","19:01:18",
Bot306,"Антон Курочкин",easy,53,Pending,"Train Yard Bunker Entrance","Train Yard Bunker Entrance: Objective #1","1","19:01:24","N/A",
Bot306,"Антон Курочкин",easy,53,Active,"Train Yard Bunker Entrance","Train Yard Bunker Entrance: Objective #2","1","19:02:51","N/A",
Bot312,"Burt Monteith",hard,12,Completed,"White King","White King: Objective #6","1","18:53:56","18:54:13",
Bot312,"Burt Monteith",hard,12,Completed,"White King","White King: Objective #5","1","18:54:18","18:54:57",
Bot312,"Burt Monteith",hard,12,Completed,"White King","White King: Objective #7","1","18:55:02","18:55:27",
Bot312,"Burt Monteith",hard,12,Failed,"White King","White King: Objective #13","1","18:55:32","18:55:57",
Bot312,"Burt Monteith",hard,12,Completed,"White King","White King: Objective #4","1","18:56:02","18:56:26",
Bot312,"Burt Monteith",hard,12,Completed,"White King","White King: Objective #9","1","18:56:32","18:57:12",
Bot312,"Burt Monteith",hard,12,Completed,"White King","White King: Objective #10","1","18:57:17","19:00:59",
Bot312,"Burt Monteith",hard,12,Failed,"Command Center","Command Center: Objective #1","1","19:01:04","19:01:19",
Bot320,"Rex Pritchard",easy,38,Failed,"Pest Control","Zone eger_barracks_area_1","1","18:57:51","19:02:32",
Bot321,"Вовчик Лещ (Francesco)",hard,1,Failed,"Hermetic Door Switch","Hermetic Door Switch: Objective #1","1","18:57:55","18:58:10",
Bot321,"Вовчик Лещ (Francesco)",hard,1,Completed,"Command Center","Command Center: Objective #2","1","18:58:11","18:59:10",
Bot321,"Вовчик Лещ (Francesco)",hard,1,Completed,"Command Center","Command Center: Objective #4","3","18:59:15","19:00:24",
Bot321,"Вовчик Лещ (Francesco)",hard,1,Failed,"Command Center","Command Center: Objective #3","1","19:00:30","19:01:53",
