Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot346,"Allan Sasser",hard,40,Failed,"Pest Control","Zone eger_barracks_area_2","1","20:23:31","20:24:38",
Bot345,"Warner Pringle",hard,47,Failed,"Command Center","Command Center: Objective #8","1","20:23:31","20:23:55",
Bot345,"Warner Pringle",hard,47,Completed,"Command Center","Command Center: Objective #6","2","20:24:00","20:25:21",
Bot345,"Warner Pringle",hard,47,Failed,"Command Center","Command Center: Objective #7","1","20:25:26","20:29:55",
Bot347,"Shazzbo Шевелёв",easy,28,Completed,"Reserve","Zone huntsman_029","1","20:23:31","20:23:34",
Bot347,"Shazzbo Шевелёв",easy,28,Failed,"Revision - Reserve","Zone tadeush_stryker_area_mark_3","1","20:23:39","20:26:50",
Bot348,"Кондратий Ширманов",easy,53,Completed,"Hermetic Depot","Hermetic Depot: Objective #3","1","20:23:31","20:27:25",
Bot348,"Кондратий Ширманов",easy,53,Failed,"Hermetic Depot","Hermetic Depot: Objective #7","1","20:27:30","20:27:39",
Bot348,"Кондратий Ширманов",easy,53,Completed,"Hermetic Depot","Hermetic Depot: Objective #1","1","20:27:44","20:27:54",
Bot348,"Кондратий Ширманов",easy,53,Completed,"Hermetic Depot","Hermetic Depot: Objective #6","1","20:27:59","20:30:34",
Bot348,"Кондратий Ширманов",easy,53,Failed,"Hermetic Depot","Hermetic Depot: Objective #2","1","20:30:39","20:30:55",
Bot348,"Кондратий Ширманов",easy,53,Completed,"Hermetic Depot","Hermetic Depot: Objective #4","1","20:31:00","20:31:22",
Bot348,"Кондратий Ширманов",easy,53,Completed,"Hermetic Depot","Hermetic Depot: Objective #5","1","20:31:27","20:38:16",
Bot348,"Кондратий Ширманов",easy,53,Completed,"Train Yard Bunker Entrance","Train Yard Bunker Entrance: Objective #1","1","20:38:21","20:39:00",
Bot348,"Кондратий Ширманов",easy,53,Active,"White Knight Roof","White Knight Roof: Objective #2","1","20:39:05","N/A",
Bot349,"Валерий Бондарев",easy,34,Failed,"Reserve","Zone huntsman_029","1","20:23:31","20:26:03",
Bot351,"Elden Mcelveen",easy,52,Failed,"Black Bishop Tech Room","Black Bishop Tech Room: Objective #1","1","20:23:31","20:30:18",
Bot350,"Dan Houle",easy,63,Completed,"SW Tank","SW Tank: Objective #1","1","20:23:32","20:23:38",
Bot350,"Dan Houle",easy,63,Failed,"Command Center","Command Center: Objective #9","1","20:23:43","20:26:15",
