Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot47,"Тарас Гулин",normal,15,Completed,"Emercom Extract North Entry","Emercom Extract North Entry: Objective #2","1","13:44:52","13:46:10",
Bot47,"Тарас Гулин",normal,15,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_1","1","13:46:16","13:46:30",
Bot47,"Тарас Гулин",normal,15,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_3","1","13:46:35","13:48:38",
Bot58,"Михаил Минин",hard,60,Completed,"Power Station West Shack","Power Station West Shack: Objective #1","1","13:45:19","13:47:29",
Bot58,"Михаил Минин",hard,60,Completed,"Power Station","Power Station: Objective #2","2","13:47:34","13:47:57",
Bot58,"Михаил Минин",hard,60,Completed,"Power Station","Power Station: Objective #1","3","13:48:02","13:48:26",
Bot58,"Михаил Минин",hard,60,Failed,"IDEA Office","IDEA Office: Objective #3","1","13:48:31","13:51:26",
Bot57,"Антон Щеткин",hard,34,Completed,"Power Station Switch","Power Station Switch: Objective #1","2","13:45:19","13:45:35",
Bot57,"Антон Щеткин",hard,34,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_3","1","13:45:40","13:46:39",
Bot57,"Антон Щеткин",hard,34,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_1","1","13:46:44","13:47:15",
Bot63,"Иннокентий Юдицкий",normal,45,Failed,"Chumming","Zone place_skier_12_1","1","13:50:48","13:55:12",
Bot62,"Осип Добролюбов",normal,45,Failed,"Chumming","Zone place_skier_12_1","1","13:50:48","13:54:58",
Bot65,"Ollie Millner",hard,39,Completed,"The Key to Success","Item Clothes design handbook - Part 2","1","13:52:47","13:55:09",
Bot65,"Ollie Millner",hard,39,Failed,"The Key to Success","Item Clothes design handbook - Part 1","1","13:55:14","13:58:54",
Bot65,"Ollie Millner",hard,39,Completed,"Vitamins - Part 1","Item Chemical container #3","1","13:56:33","13:56:42",
Bot65,"Ollie Millner",hard,39,Failed,"Vitamins - Part 1","Item Chemical container #2","1","13:56:47","13:58:54",
Bot65,"Ollie Millner",hard,39,Failed,"KIBA","KIBA: Objective #1","1","13:57:53","13:58:54",
Bot70,"Всеволод Энговатов",normal,43,Failed,"MK","MK: Objective #1","1","14:01:16","14:02:53",
Bot71,"Иннокентий Хлопонин",easy,43,Completed,"Generic","Generic: Objective #1","1","14:01:19","14:03:09",
Bot71,"Иннокентий Хлопонин",easy,43,Completed,"Generic","Generic: Objective #2","1","14:03:14","14:03:20",
Bot71,"Иннокентий Хлопонин",easy,43,Completed,"Generic","Generic: Objective #3","1","14:03:26","14:03:56",
Bot71,"Иннокентий Хлопонин",easy,43,Completed,"ADIK","ADIK: Objective #1","1","14:04:01","14:04:43",
Bot71,"Иннокентий Хлопонин",easy,43,Completed,"ADIK","ADIK: Objective #2","1","14:04:48","14:05:04",
Bot71,"Иннокентий Хлопонин",easy,43,Failed,"OLI Logistics Area","OLI Logistics Area: Objective #2","1","14:05:09","14:08:10",
Bot71,"Иннокентий Хлопонин",easy,43,Completed,"OLI Logistics Area","OLI Logistics Area: Objective #3","1","14:08:15","14:08:53",
Bot71,"Иннокентий Хлопонин",easy,43,Completed,"OLI Logistics Area","OLI Logistics Area: Objective #5","1","14:08:58","14:09:27",
Bot71,"Иннокентий Хлопонин",easy,43,Active,"OLI Logistics Area","OLI Logistics Area: Objective #1","1","14:09:32","N/A",
Bot72,"Вячеслав Покровский",easy,39,Failed,"Goshan Food Spawns","Goshan Food Spawns: Objective #3","1","14:01:19","14:01:48",
Bot75,"Михаил Буданов",hard,34,Active,"Goshan Loading Corridor","Goshan Loading Corridor: Objective #7","1","14:02:20","N/A",
Bot76,"Геннадий Юдицкий",hard,38,Pending,"KIBA","KIBA: Objective #1","1","14:02:20","N/A",
Bot73,"Пантелей Горохов",hard,33,Failed,"IDEA Showroom","IDEA Showroom: Objective #5","1","14:02:20","14:07:42",
Bot74,"Александр Лилов",hard,37,Pending,"KIBA","KIBA: Objective #1","1","14:02:20","N/A",
Bot78,"Raymond Elbert",easy,33,Completed,"OLI SE Office","OLI SE Office: Objective #1","4","14:06:32","14:09:26",
Bot78,"Raymond Elbert",easy,33,Active,"OLI Logistics Area","OLI Logistics Area: Objective #1","1","14:09:31","N/A",
Bot82,"Hong Stodola",normal,35,Active,"IDEA Office","IDEA Office: Objective #1","1","14:09:42","N/A",
Bot83,"Rhett Madewell",hard,34,Active,"IDEA Office","IDEA Office: Objective #2","1","14:09:43","N/A",
