Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot8,"Станислав Кудрин",easy,42,Completed,"The Blood of War - Part 3","Zone bar_fuel3_3","1","14:16:04","14:23:35",
Bot8,"Станислав Кудрин",easy,42,Failed,"Assessment - Part 2","Zone meh_45_radio_area_mark_3","1","14:23:40","14:25:01",
Bot8,"Станислав Кудрин",easy,42,Completed,"Assessment - Part 2","Zone meh_45_radio_area_mark_2","1","14:25:06","14:33:01",
Bot8,"Станислав Кудрин",easy,42,Failed,"Scav Town","Scav Town: Objective #2","1","14:33:06","14:48:45",
Bot9,"Ефрем Воскресенский",easy,59,Failed,"Old Sawmill","Old Sawmill: Objective #1","1","14:14:09","14:42:01",
Bot10,"Карл Лисов",easy,45,Failed,"The Blood of War - Part 3","Zone bar_fuel3_2","1","14:14:09","14:36:52",
Bot10,"Карл Лисов",easy,45,Completed,"The Blood of War - Part 3","Zone bar_fuel3_3","1","14:36:57","14:38:43",
Bot10,"Карл Лисов",easy,45,Failed,"The Blood of War - Part 3","Zone bar_fuel3_1","1","14:38:48","14:42:19",
Bot11,"Казимир Русских",easy,30,Failed,"The Blood of War - Part 3","Zone bar_fuel3_2","1","14:14:10","14:42:22",
Bot27,"Ипполит Волков",hard,36,Completed,"ZB-014 Inner Room","ZB-014 Inner Room: Objective #1","1","14:30:46","14:32:45",
Bot27,"Ипполит Волков",hard,36,Failed,"Sawmill Checkpoint Nearby Rocks","Sawmill Checkpoint Nearby Rocks: Objective #1","1","14:32:50","14:35:11",
