Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot253,"Иржан Чебур (Наум)",normal,1,Completed,"Black Pawn","Black Pawn: Objective #11","1","18:16:15","18:16:44",
Bot253,"Иржан Чебур (Наум)",normal,1,Completed,"Command Center","Command Center: Objective #9","1","18:16:49","18:17:56",
Bot253,"Иржан Чебур (Наум)",normal,1,Failed,"Command Center","Command Center: Objective #6","1","18:18:01","18:18:12",
Bot255,"Rex Deweese",hard,35,Failed,"Snatch","Zone tadeush_bmp2_area_mark_12","1","18:13:11","18:14:20",
Bot254,"Harland Gifford",normal,35,Completed,"Trenches","Trenches: Objective #1","1","18:13:11","18:14:10",
Bot254,"Harland Gifford",normal,35,Failed,"Trenches","Trenches: Objective #2","1","18:14:15","18:14:29",
Bot263,"Rocky Halligan",hard,15,Failed,"Back Door","Zone mechanik_exit_area_1","1","18:17:31","18:17:31",
Bot263,"Rocky Halligan",hard,15,Failed,"Classified Technologies","Item T-90M Commander Control Panel","1","18:20:41","18:20:43",
Bot262,"Kareem Lasley",hard,23,Failed,"Classified Technologies","Item T-90M Commander Control Panel","1","18:17:32","18:18:49",
Bot262,"Kareem Lasley",hard,23,Failed,"Back Door","Zone mechanik_exit_area_1","1","18:18:54","18:18:54",
Bot262,"Kareem Lasley",hard,23,Failed,"Command Center","Command Center: Objective #9","1","18:18:59","18:20:41",
Bot264,"Chauncey Mullaney",hard,39,Active,"Pest Control","Zone eger_barracks_area_1","1","18:17:40","N/A",
Bot265,"Edmund Behler",normal,67,Completed,"Hermetic Depot","Hermetic Depot: Objective #3","1","18:17:43","18:17:46",
Bot265,"Edmund Behler",normal,67,Failed,"Hermetic Depot","Hermetic Depot: Objective #7","1","18:17:51","18:18:08",
Bot265,"Edmund Behler",normal,67,Completed,"Hermetic Depot","Hermetic Depot: Objective #6","1","18:18:14","18:18:22",
Bot265,"Edmund Behler",normal,67,Failed,"Hermetic Depot","Hermetic Depot: Objective #2","1","18:18:27","18:18:40",
Bot265,"Edmund Behler",normal,67,Completed,"Hermetic Depot","Hermetic Depot: Objective #1","1","18:18:45","18:19:13",
Bot265,"Edmund Behler",normal,67,Completed,"Hermetic Depot","Hermetic Depot: Objective #4","1","18:19:18","18:19:32",
Bot265,"Edmund Behler",normal,67,Failed,"Hermetic Depot","Hermetic Depot: Objective #5","1","18:19:37","18:19:55",
Bot265,"Edmund Behler",normal,67,Completed,"Hermetic Depot","Hermetic Depot: Objective #8","1","18:20:00","18:20:49",
Bot265,"Edmund Behler",normal,67,Completed,"Train Yard Bunker Entrance","Train Yard Bunker Entrance: Objective #1","1","18:20:55","18:21:24",
Bot265,"Edmund Behler",normal,67,Failed,"White Rook","White Rook: Objective #1","1","18:21:29","18:23:00",
Bot265,"Edmund Behler",normal,67,Failed,"White Rook","White Rook: Objective #3","1","18:23:05","18:23:05",
Bot265,"Edmund Behler",normal,67,Failed,"White Rook","White Rook: Objective #4","1","18:23:10","18:23:10",
Bot265,"Edmund Behler",normal,67,Failed,"White Rook","White Rook: Objective #2","1","18:23:15","18:23:15",
Bot265,"Edmund Behler",normal,67,Failed,"White Rook Barracks","White Rook Barracks: Objective #2","1","18:23:20","18:23:20",
Bot265,"Edmund Behler",normal,67,Failed,"White Rook Barracks","White Rook Barracks: Objective #1","1","18:23:26","18:23:26",
Bot265,"Edmund Behler",normal,67,Failed,"White Rook Barracks","White Rook Barracks: Objective #3","1","18:23:31","18:23:31",
Bot265,"Edmund Behler",normal,67,Failed,"Train Yard Bunker Entrance","Train Yard Bunker Entrance: Objective #2","1","18:23:37","18:23:37",
Bot268,"Тихон Пивоваров",hard,52,Completed,"White Bishop","White Bishop: Objective #2","1","18:21:34","18:22:51",
Bot268,"Тихон Пивоваров",hard,52,Completed,"White Bishop","White Bishop: Objective #7","1","18:22:56","18:23:40",
Bot268,"Тихон Пивоваров",hard,52,Completed,"White Bishop","White Bishop: Objective #3","1","18:23:45","18:24:22",
Bot268,"Тихон Пивоваров",hard,52,Failed,"White Bishop","White Bishop: Objective #6","1","18:24:27","18:24:27",
Bot268,"Тихон Пивоваров",hard,52,Failed,"White Bishop","White Bishop: Objective #5","1","18:24:32","18:24:36",
Bot269,"Семён Сизый",hard,44,Failed,"White Bishop","White Bishop: Objective #2","1","18:21:34","18:24:30",
Bot271,"Всеволод Таланов",hard,68,Pending,"White King","White King: Objective #6","1","18:21:40","N/A",
Bot270,"Христофор Семянин",hard,35,Active,"Sewer Manhole Building","Sewer Manhole Building: Objective #1","1","18:21:40","N/A",
Bot272,"Христофор Элембаев",easy,36,Failed,"Command Center","Command Center: Objective #8","1","18:21:42","18:24:29",
Bot272,"Христофор Элембаев",easy,36,Active,"Command Center","Command Center: Objective #7","1","18:24:34","N/A",
Bot279,"Аркадий Волков",normal,37,Failed,"Black Bishop","Black Bishop: Objective #3","1","18:24:31","18:24:31",
Bot279,"Аркадий Волков",normal,37,Active,"Black Bishop","Black Bishop: Objective #2","1","18:24:36","N/A",
