Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot25,"Cory Giglio",easy,17,Failed,"Big Sale","Zone place_SALE_03_KOSTIN","1","12:40:22","12:41:35",
Bot30,"Leland Maresca",normal,63,Completed,"Techlight","Techlight: Objective #1","3","12:47:05","12:47:35",
Bot30,"Leland Maresca",normal,63,Completed,"Techlight","Techlight: Objective #2","3","12:47:40","12:50:13",
Bot30,"Leland Maresca",normal,63,Completed,"Mantis","Mantis: Objective #3","1","12:50:19","12:55:16",
Bot30,"Leland Maresca",normal,63,Completed,"Mantis","Mantis: Objective #2","1","12:55:22","12:55:48",
Bot30,"Leland Maresca",normal,63,Completed,"Mantis","Mantis: Objective #1","1","12:55:53","12:56:10",
Bot30,"Leland Maresca",normal,63,Completed,"Mantis","Mantis: Objective #4","1","12:56:15","12:56:35",
Bot30,"Leland Maresca",normal,63,Pending,"Emercom","Emercom: Objective #2","1","12:56:40","N/A",
Bot30,"Leland Maresca",normal,63,Pending,"Emercom","Emercom: Objective #1","1","12:57:18","N/A",
Bot30,"Leland Maresca",normal,63,Pending,"Emercom","Emercom: Objective #3","1","12:59:14","N/A",
Bot30,"Leland Maresca",normal,63,Completed,"Pharma","Pharma: Objective #2","1","12:59:45","13:01:16",
Bot30,"Leland Maresca",normal,63,Active,"IDEA Escalator Top Room","IDEA Escalator Top Room: Objective #1","1","13:01:21","N/A",
Bot31,"Sonny Patnode",normal,34,Pending,"OLI Logistics Area","OLI Logistics Area: Objective #2","1","12:47:05","N/A",
Bot32,"Богдан Локтев",hard,46,Completed,"Generic","Generic: Objective #2","1","12:47:07","12:50:50",
Bot32,"Богдан Локтев",hard,46,Completed,"Generic","Generic: Objective #1","1","12:50:55","12:51:32",
Bot32,"Богдан Локтев",hard,46,Completed,"Generic","Generic: Objective #3","1","12:51:37","12:52:44",
Bot32,"Богдан Локтев",hard,46,Failed,"KIBA","KIBA: Objective #1","1","12:52:49","12:53:10",
Bot33,"Никита Преображенский",hard,39,Failed,"OLI East Bathrooms","OLI East Bathrooms: Objective #1","1","12:47:07","12:53:14",
Bot35,"Гога Поехавший (Stephen)",normal,1,Completed,"OLI Showroom Center","OLI Showroom Center: Objective #3","1","12:50:28","12:53:33",
Bot35,"Гога Поехавший (Stephen)",normal,1,Completed,"OLI Showroom Center","OLI Showroom Center: Objective #2","1","12:53:38","12:54:05",
Bot35,"Гога Поехавший (Stephen)",normal,1,Completed,"OLI Showroom Center","OLI Showroom Center: Objective #1","1","12:54:10","12:54:18",
Bot35,"Гога Поехавший (Stephen)",normal,1,Completed,"OLI Showroom Center","OLI Showroom Center: Objective #4","1","12:54:24","12:55:09",
Bot35,"Гога Поехавший (Stephen)",normal,1,Completed,"OLI Showroom Center","OLI Showroom Center: Objective #5","1","12:55:14","12:56:01",
Bot35,"Гога Поехавший (Stephen)",normal,1,Completed,"OLI Back Storage","OLI Back Storage: Objective #2","1","12:56:06","12:56:41",
Bot35,"Гога Поехавший (Stephen)",normal,1,Completed,"OLI Back Storage","OLI Back Storage: Objective #1","1","12:56:46","12:57:28",
Bot35,"Гога Поехавший (Stephen)",normal,1,Completed,"OLI East Bathrooms","OLI East Bathrooms: Objective #1","1","12:57:33","12:58:18",
Bot35,"Гога Поехавший (Stephen)",normal,1,Completed,"OLI Loading Dock Stashes","OLI Loading Dock Stashes: Objective #3","1","12:58:23","12:59:17",
Bot35,"Гога Поехавший (Stephen)",normal,1,Completed,"OLI Loading Dock Stashes","OLI Loading Dock Stashes: Objective #5","1","12:59:22","12:59:59",
Bot35,"Гога Поехавший (Stephen)",normal,1,Completed,"OLI Loading Dock Stashes","OLI Loading Dock Stashes: Objective #4","1","13:00:05","13:01:06",
Bot35,"Гога Поехавший (Stephen)",normal,1,Completed,"OLI Loading Dock Stashes","OLI Loading Dock Stashes: Objective #2","1","13:01:11","13:01:42",
Bot35,"Гога Поехавший (Stephen)",normal,1,Active,"Goshan South Office","Goshan South Office: Objective #1","1","13:01:47","N/A",
Bot38,"Лев Пожарский",easy,28,Failed,"TEXHO","TEXHO: Objective #2","1","12:54:25","13:01:29",
Bot37,"Ярослав Федосеев",easy,35,Completed,"Techlight","Techlight: Objective #1","3","12:54:25","12:55:10",
