Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot3,"Oliver Downie",normal,37,Completed,"Power Station Stashes","Power Station Stashes: Objective #1","1","17:37:57","17:38:14",
Bot3,"Oliver Downie",normal,37,Completed,"Goshan Food Spawns","Goshan Food Spawns: Objective #1","4","17:38:19","17:40:56",
Bot3,"Oliver Downie",normal,37,Completed,"Goshan Food Spawns","Goshan Food Spawns: Objective #3","4","17:41:01","17:42:50",
Bot3,"Oliver Downie",normal,37,Failed,"Minibus","Zone place_merch_21_2","1","17:42:56","17:43:31",
Bot7,"Марк Тупицын",normal,37,Completed,"Hot Delivery","Zone place_merch_020_2","2","17:32:33","17:33:22",
Bot7,"Марк Тупицын",normal,37,Pending,"Hot Delivery","Zone place_merch_020_1","1","17:33:27","N/A",
Bot7,"Марк Тупицын",normal,37,Failed,"The Key to Success","Item Clothes design handbook - Part 1","1","17:36:45","17:37:06",
Bot7,"Марк Тупицын",normal,37,Completed,"The Key to Success","Item Clothes design handbook - Part 2","1","17:37:12","17:47:30",
Bot7,"Марк Тупицын",normal,37,Active,"Informed Means Armed","Zone place_skier_11_3","1","17:47:35","N/A",
Bot1,"German Alberto",normal,34,Completed,"OLI Loading Area","OLI Loading Area: Objective #2","1","17:32:33","17:33:06",
Bot1,"German Alberto",normal,34,Completed,"OLI Loading Area","OLI Loading Area: Objective #1","1","17:33:11","17:33:26",
Bot1,"German Alberto",normal,34,Completed,"OLI Loading Area","OLI Loading Area: Objective #5","1","17:33:31","17:35:20",
Bot1,"German Alberto",normal,34,Completed,"OLI Loading Area","OLI Loading Area: Objective #3","1","17:35:25","17:35:42",
Bot1,"German Alberto",normal,34,Completed,"OLI Loading Area","OLI Loading Area: Objective #4","1","17:35:47","17:36:57",
Bot1,"German Alberto",normal,34,Failed,"Informed Means Armed","Zone place_skier_11_3","1","17:37:02","17:39:47",
Bot6,"Емельян Ластовка",normal,70,Completed,"Spawn Rush","Spawn Rush: Objective #1","1","17:32:33","17:49:54",
Bot6,"Емельян Ластовка",normal,70,Completed,"Railway Stashes","Railway Stashes: Objective #3","1","17:49:59","17:50:53",
Bot6,"Емельян Ластовка",normal,70,Completed,"Railway Stashes","Railway Stashes: Objective #2","1","17:50:58","17:51:18",
Bot6,"Емельян Ластовка",normal,70,Pending,"Railway Stashes","Railway Stashes: Objective #1","1","17:51:23","N/A",
Bot19,"Avery Jardine",normal,57,Completed,"OLI Logistics Area","OLI Logistics Area: Objective #2","1","17:41:12","17:42:19",
Bot19,"Avery Jardine",normal,57,Completed,"OLI Logistics Area","OLI Logistics Area: Objective #3","1","17:42:24","17:42:44",
Bot19,"Avery Jardine",normal,57,Completed,"OLI Logistics Area","OLI Logistics Area: Objective #4","1","17:42:50","17:44:27",
Bot19,"Avery Jardine",normal,57,Completed,"OLI Logistics Area","OLI Logistics Area: Objective #6","1","17:44:32","17:45:17",
Bot19,"Avery Jardine",normal,57,Completed,"OLI Logistics Area","OLI Logistics Area: Objective #5","1","17:45:22","17:45:29",
Bot19,"Avery Jardine",normal,57,Completed,"OLI Logistics Area","OLI Logistics Area: Objective #1","1","17:45:34","17:45:47",
Bot19,"Avery Jardine",normal,57,Active,"Hot Delivery","Zone place_merch_020_1","2","17:45:52","N/A",
Bot25,"Савва Курганов",normal,32,Pending,"The Key to Success","Item Clothes design handbook - Part 1","1","17:46:45","N/A",
Bot24,"Елисей Лосевский",normal,14,Completed,"OLI Showroom Center","OLI Showroom Center: Objective #1","1","17:46:45","17:48:22",
Bot24,"Елисей Лосевский",normal,14,Completed,"OLI Showroom Center","OLI Showroom Center: Objective #2","1","17:48:27","17:49:04",
Bot24,"Елисей Лосевский",normal,14,Completed,"OLI Showroom Center","OLI Showroom Center: Objective #4","1","17:49:09","17:49:33",
Bot24,"Елисей Лосевский",normal,14,Completed,"OLI Showroom Center","OLI Showroom Center: Objective #5","1","17:49:38","17:50:23",
Bot24,"Елисей Лосевский",normal,14,Completed,"OLI Showroom Center","OLI Showroom Center: Objective #3","1","17:50:28","17:51:14",
Bot24,"Елисей Лосевский",normal,14,Active,"OLI NE Office","OLI NE Office: Objective #1","1","17:51:19","N/A",
Bot30,"Dario Budge",normal,37,Pending,"OLI NW Office","OLI NW Office: Objective #1","2","17:50:02","N/A",
